2018排名,2017排名,百分位段,院校名称,博士点,重点学科,总分
35,36.0,前25%,郑州大学,nan,nan,150
59,56.0,前50%,山西大学,nan,nan,92
60,62.0,前50%,南昌大学,nan,nan,89
89,75.0,前50%,河北大学,nan,nan,54
92,92.0,前50%,贵州大学,nan,nan,51
103,nan,前50%,云南大学,nan,nan,41
