2018排名,2017排名,百分位段,院校名称,博士点,重点学科,总分
28,30.0,前25%,内蒙古大学,nan,nan,317
43,44.0,前25%,河北大学,nan,nan,184
45,49.0,前25%,山西大学,nan,nan,178
48,56.0,前50%,郑州大学,nan,nan,170
52,46.0,前50%,新疆大学,nan,nan,152
80,60.0,前50%,南昌大学,nan,nan,103
90,83.0,前50%,云南大学,nan,nan,89
