2018排名,2017排名,百分位段,院校名称,博士点,重点学科,总分
62,83.0,前50%,南昌大学,nan,nan,95
74,74.0,前50%,河北大学,nan,nan,75
104,84.0,前50%,内蒙古大学,nan,nan,29
104,85.0,前50%,山西大学,nan,nan,29
108,92.0,前50%,郑州大学,nan,nan,28
