排名,百分位段,院校名称*,博士点,重点学科,总分
1,前5%,南京农业大学,,,1239
2,前10%,中国农业大学,,,889
3,前10%,浙江大学,,,873
4,前25%,华中农业大学,,,518
5,前25%,西北农林科技大学,,,499
6,前25%,华南农业大学,,,197
7,前25%,西南大学,,,175
8,前25%,内蒙古农业大学,,,122
8,前25%,沈阳农业大学,,,122
10,前50%,福建农林大学,,,93
11,前50%,四川农业大学,,,88
12,前50%,浙江农林大学,,,83
13,前50%,湖南农业大学,,,80
14,前50%,河南农业大学,,,67
15,前50%,山东农业大学,,,66
16,前50%,北京林业大学,,,65
17,前50%,东北林业大学,,,47
18,前50%,东北农业大学,,,46
19,前50%,河海大学,,,45
