排名,百分位段,院校名称*,博士点,重点学科,总分
1,前10%,南京信息工程大学,,,1074
2,前25%,北京大学,,,895
3,前25%,兰州大学,,,736
4,前50%,南京大学,,,684
5,前50%,中山大学,,,407
6,前50%,中国海洋大学,,,224
7,前50%,解放军理工大学,,,140
