排名,百分位段,院校名称,博士点,重点学科,总分
21,前25%,山西大学,nan,nan,169
38,前25%,郑州大学,nan,nan,75
74,前50%,云南大学,nan,nan,31
75,前50%,广西大学,nan,nan,30
80,前50%,河北大学,nan,nan,28
