2018排名,2017排名,百分位段,院校名称,博士点,重点学科,总分
18,21.0,前10%,山西大学,nan,nan,193
41,38.0,前25%,郑州大学,nan,nan,77
76,75.0,前50%,广西大学,nan,nan,38
86,74.0,前50%,云南大学,nan,nan,31
87,nan,前50%,南昌大学,nan,nan,30
91,80.0,前50%,河北大学,nan,nan,29
