排名,百分位段,院校名称*,博士点,重点学科,总分
1,前10%,中国石油大学（北京）,,,1299
2,前25%,西南石油大学,,,742
3,前25%,中国石油大学（华东）,,,660
4,前25%,东北石油大学,,,191
5,前50%,华东理工大学,,,143
6,前50%,中国地质大学（武汉）,,,125
7,前50%,中国地质大学（北京）,,,94
8,前50%,长江大学,,,75
