2018排名,2017排名,百分位段,院校名称*,博士点,重点学科,总分
1,1,前10%,中国石油大学（北京）,,,1468
2,3,前25%,中国石油大学（华东）,,,819
3,2,前25%,西南石油大学,,,805
4,5,前25%,华东理工大学,,,256
5,6,前50%,中国地质大学（武汉）,,,220
6,7,前50%,中国地质大学（北京）,,,176
7,4,前50%,东北石油大学,,,163
8,8,前50%,长江大学,,,111
9,,前50%,西安石油大学,,,84
