排名,百分位段,院校名称,博士点,重点学科,总分
59,前50%,郑州大学,nan,nan,6
70,前50%,广西大学,nan,nan,4
70,前50%,新疆大学,nan,nan,4
70,前50%,云南大学,nan,nan,4
