2018排名,2017排名,百分位段,院校名称,博士点,重点学科,总分
32,41.0,前25%,海南大学,nan,nan,84
35,27.0,前25%,郑州大学,nan,nan,78
69,61.0,前50%,云南大学,nan,nan,35
73,66.0,前50%,南昌大学,nan,nan,32
77,75.0,前50%,新疆大学,nan,nan,30
81,56.0,前50%,山西大学,nan,nan,28
89,69.0,前50%,河北大学,nan,nan,24
89,80.0,前50%,宁夏大学,nan,nan,24
97,nan,前50%,贵州大学,nan,nan,21
