2018排名,2017排名,百分位段,院校名称*,博士点,重点学科,总分
1,1,前5%,中国海洋大学,,,1150
2,2,前10%,厦门大学,,,956
3,3,前10%,同济大学,,,225
4,5,前25%,浙江海洋大学,,,207
5,6,前25%,中山大学,,,196
6,4,前25%,华东师范大学,,,174
7,7,前25%,浙江大学,,,138
8,8,前25%,上海海洋大学,,,103
9,,前25%,南京信息工程大学,,,86
10,11,前50%,河海大学,,,67
11,,前50%,上海交通大学,,,64
12,9,前50%,南京大学,,,62
12,10,前50%,中国石油大学（华东）,,,62
14,12,前50%,大连海洋大学,,,46
15,,前50%,中国地质大学（武汉）,,,45
16,15,前50%,广东海洋大学,,,38
16,13,前50%,宁波大学,,,38
18,,前50%,天津大学,,,33
