2018排名,2017排名,百分位段,院校名称*,博士点,重点学科,总分
1,1,前5%,清华大学,,,1091
2,2,前10%,中国科学技术大学,,,980
3,4,前25%,西安交通大学,,,855
4,3,前25%,北京大学,,,485
5,5,前25%,上海交通大学,,,255
6,6,前50%,四川大学,,,216
7,7,前50%,兰州大学,,,196
8,,前50%,南华大学,,,187
9,8,前50%,哈尔滨工程大学,,,157
10,10,前50%,华北电力大学,,,153
11,,前50%,南京航空航天大学,,,150
