2018排名,2017排名,百分位段,院校名称*,博士点,重点学科,总分
1,1,前5%,中国科学技术大学,,,910
2,2,前10%,北京大学,,,844
3,3,前25%,武汉大学,,,803
4,4,前25%,中国地质大学（武汉）,,,615
5,5,前25%,中国地质大学（北京）,,,451
6,8,前50%,吉林大学,,,379
7,7,前50%,南京大学,,,377
8,6,前50%,中国石油大学（北京）,,,322
9,9,前50%,同济大学,,,275
10,11,前50%,北京航空航天大学,,,158
11,10,前50%,成都理工大学,,,154
