2018排名,2017排名,百分位段,院校名称,博士点,重点学科,总分
48,44.0,前25%,郑州大学,nan,nan,142
51,61.0,前25%,山西大学,nan,nan,137
55,57.0,前25%,新疆大学,nan,nan,126
97,110.0,前50%,南昌大学,nan,nan,71
103,66.0,前50%,云南大学,nan,nan,64
114,117.0,前50%,广西大学,nan,nan,53
114,82.0,前50%,贵州大学,nan,nan,53
