2018排名,2017排名,百分位段,院校名称*,博士点,重点学科,总分
1,1,前5%,北京科技大学,,,1203
2,2,前10%,中南大学,,,1191
3,3,前25%,东北大学,,,754
4,7,前25%,上海大学,,,573
5,4,前25%,昆明理工大学,,,369
6,8,前25%,重庆大学,,,276
7,5,前50%,华北理工大学,,,210
8,6,前50%,江西理工大学,,,189
9,9,前50%,四川大学,,,95
10,12,前50%,武汉科技大学,,,93
11,10,前50%,太原理工大学,,,91
12,10,前50%,安徽工业大学,,,89
