排名,百分位段,院校名称*,博士点,重点学科,总分
1,前5%,北京科技大学,,,1413
2,前10%,中南大学,,,1145
3,前25%,东北大学,,,992
4,前25%,昆明理工大学,,,495
5,前25%,华北理工大学,,,348
6,前25%,江西理工大学,,,319
7,前50%,上海大学,,,273
8,前50%,重庆大学,,,235
9,前50%,四川大学,,,109
10,前50%,安徽工业大学,,,79
10,前50%,太原理工大学,,,79
12,前50%,武汉科技大学,,,77
