排名,百分位段,院校名称*,博士点,重点学科,总分
1,前5%,北京航空航天大学,,,925
2,前10%,西北工业大学,,,763
3,前25%,南京航空航天大学,,,618
4,前25%,清华大学,,,506
5,前25%,国防科学技术大学,,,427
6,前50%,哈尔滨工业大学,,,362
7,前50%,北京理工大学,,,325
8,前50%,空军工程大学,,,140
9,前50%,沈阳航空航天大学,,,105
10,前50%,上海交通大学,,,66
11,前50%,西安交通大学,,,53
