2018排名,2017排名,百分位段,院校名称*,博士点,重点学科,总分
1,1,前5%,东华大学,,,1300
2,2,前10%,浙江理工大学,,,614
3,3,前25%,苏州大学,,,486
4,4,前25%,江南大学,,,316
5,5,前25%,天津工业大学,,,267
6,,前50%,青岛大学,,,172
7,7,前50%,武汉纺织大学,,,166
8,6,前50%,南通大学,,,115
9,8,前50%,四川大学,,,105
10,,前50%,西南大学,,,49
11,10,前50%,上海工程技术大学,,,42
