排名,百分位段,院校名称*,博士点,重点学科,总分
1,前5%,北京大学,,,1069
2,前5%,吉林大学,,,804
3,前10%,四川大学,,,595
4,前10%,山东大学,,,561
5,前25%,西北大学,,,348
6,前25%,郑州大学,,,226
7,前25%,河南大学,,,225
8,前25%,南开大学,,,196
9,前25%,中国人民大学,,,174
10,前25%,武汉大学,,,169
11,前50%,浙江大学,,,160
12,前50%,陕西师范大学,,,149
13,前50%,北京师范大学,,,145
14,前50%,首都师范大学,,,137
15,前50%,兰州大学,,,136
16,前50%,南京大学,,,127
17,前50%,中山大学,,,126
18,前50%,复旦大学,,,92
19,前50%,安徽大学,,,87
20,前50%,北京联合大学,,,80
21,前50%,中央民族大学,,,73
