排名,百分位段,院校名称*,博士点,重点学科,总分
1,前5%,中南大学,,,1099
2,前10%,中国矿业大学,,,1031
3,前10%,北京科技大学,,,700
4,前25%,太原理工大学,,,477
5,前25%,东北大学,,,380
6,前25%,中国矿业大学（北京）,,,365
7,前25%,昆明理工大学,,,261
8,前50%,辽宁工程技术大学,,,229
9,前50%,重庆大学,,,135
10,前50%,西安科技大学,,,71
11,前50%,河南理工大学,,,63
12,前50%,山东科技大学,,,62
13,前50%,安徽理工大学,,,52
14,前50%,武汉理工大学,,,45
15,前50%,湖南科技大学,,,43
